first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength,type,block
saijvila,saijhila,rss,saij,,vi_la,saijvila,control,s,0.0,0,v,h,saijhila,1,8,pseudo,block3
nevérttan,nevérttan,prs,vért,ne,tan,nevérttan,control,p,0.0,0,n,l,levérttan,0,9,pseudo,block3
natiocedu,natiocedu,prs,tioc,ni,edu,nitiocedu,control,p,0.0,1,i,a,natiocedu,2,9,pseudo,block3
surencam,durencam,ppr,cam,sur_en,,surencam,target,p,0.0,0,s,d,durencam,1,8,pseudo,block3
sadnimacre,sadnimacre,pprs,mac,séd_ni,re,sédnimacre,control,p,0.0,1,é,a,sadnimacre,2,10,pseudo,block3
roun,roun,r,roun,,,roun,control,r,,1,o,é,réun,0,4,pseudo,block3
mauj,mauj,r,nauj,,,nauj,control,r,,0,n,m,mauj,2,4,pseudo,block3
erédrideaq,erédrideaq,pprs,rid,er_éd,eag,erédrideag,control,s,0.0,2,g,q,erédrideaq,2,10,pseudo,block3
prédésnal,prédesnal,ppr,snal,pré_dé,,prédésnal,target,p,1.0,1,é,e,prédesnal,1,9,pseudo,block3
sésnelubre,sédnelubre,pprs,lub,séd_ne,re,sédnelubre,control,p,0.0,2,d,s,sésnelubre,3,10,pseudo,block3
sédnelisre,sédnelisre,pprs,las,séd_ne,re,sédnelasre,control,r,,1,a,i,sédnelisre,2,10,pseudo,block3
resanation,resanatior,prss,san,re,at_ion,resanation,target,s,1.0,2,n,r,resanatior,1,10,pseudo,block3
clôt,clôs,r,clôt,,,clôt,target,r,,3,t,s,clôs,1,4,pseudo,block3
rul,rul,r,ruj,,,ruj,control,r,,2,j,l,rul,2,3,pseudo,block3
cortité,cortité,rs,cort,,ité,cortité,target,r,,1,o,e,certité,0,7,pseudo,block3
momélvitié,momélvitié,prss,mél,mi,vi_tié,mimélvitié,control,p,0.0,1,i,o,momélvitié,2,10,pseudo,block3
rusnereig,rusnereig,ppr,reig,rus_ne,,rusnereig,control,r,,2,i,o,rusnereog,0,9,pseudo,block3
édcidoin,édcidoir,prs,cid,éd,oin,édcidoin,control,s,0.0,2,n,r,édcidoir,1,8,pseudo,block3
mérinnole,mélinnole,rss,mél,,inno_le,mélinnole,control,r,,2,l,r,mérinnole,3,9,pseudo,block3
redécamage,redécamage,pprs,cam,re_dé,age,redécamage,target,r,,0,c,s,redésamage,0,10,pseudo,block3
porulas,porulas,pr,las,poru,,porulas,control,r,,1,a,u,porulus,0,7,pseudo,block3
édméltan,édméltan,prs,mél,éd,tan,édméltan,control,p,0.0,1,d,t,étméltan,0,8,pseudo,block3
erédroqu,erédroqu,ppr,roqu,er_éd,,erédroqu,control,r,,3,u,é,erédroqé,0,8,pseudo,block3
redétert,redétemt,ppr,tert,re_dé,,redétert,target,r,,2,r,m,redétemt,1,8,pseudo,block3
lémolement,lémalement,rss,lém,,ale_ment,lémalement,target,s,0.0,0,a,o,lémolement,3,10,pseudo,block3
rentitrog,rentitrog,pr,troc,renti,,rentitroc,control,r,,3,c,g,rentitrog,2,9,pseudo,block3
sédnirurre,sédnirurre,pprs,ruj,séd_ni,re,sédnirujre,control,r,,2,j,r,sédnirurre,2,10,pseudo,block3
nirièn,nirièn,pr,rièn,ni,,nirièn,control,p,0.0,0,n,m,mirièn,0,6,pseudo,block3
ceitté,ceitté,rs,coit,,té,coitté,target,r,,1,o,e,ceitté,2,6,pseudo,block3
sédnefodle,sédnefodre,pprs,fod,séd_ne,re,sédnefodre,control,s,0.0,0,r,l,sédnefodle,3,10,pseudo,block3
tronion,tronion,rs,tron,,ion,tronion,target,s,0.0,2,n,m,troniom,0,7,pseudo,block3
incrusent,incrusent,prs,crus,in,ent,incrusent,target,s,0.0,0,e,é,incrusént,0,9,pseudo,block3
san,san,r,san,,,san,target,r,,0,s,c,can,0,3,pseudo,block3
imcoit,ilcoit,pr,coit,im,,imcoit,target,p,0.0,1,m,l,ilcoit,1,6,pseudo,block3
surcmanemt,surcmanemt,rss,surc,,ma_nemt,surcmanemt,control,r,,3,c,q,surqmanemt,0,10,pseudo,block3
didal,dical,rs,dic,,al,dical,target,r,,2,c,d,didal,3,5,pseudo,block3
erédsodeag,erédsodeag,pprs,fod,er_éd,eag,erédfodeag,control,r,,0,f,s,erédsodeag,2,10,pseudo,block3
juran,jural,rs,jur,,al,jural,target,s,0.0,1,l,n,juran,3,5,pseudo,block3
tésenjurer,tésenjurer,pprs,jur,dés_en,er,désenjurer,target,p,0.0,0,d,t,tésenjurer,2,10,pseudo,block3
ercidtaoin,ercadtaoin,prss,cid,er,ta_oin,ercidtaoin,control,r,,1,i,a,ercadtaoin,1,10,pseudo,block3
ramnort,lamnort,pr,nort,lam,,lamnort,control,p,0.0,0,l,r,ramnort,3,7,pseudo,block3
nicidlatié,nicedlatié,prss,cid,ni,la_tié,nicidlatié,control,r,,1,i,e,nicedlatié,1,10,pseudo,block3
rusnetoid,rusnetoid,ppr,toid,rus_ne,,rusnetoid,control,p,0.0,2,s,d,rudnetoid,0,9,pseudo,block3
redédicabe,redédicage,pprs,dic,re_dé,age,redédicage,target,s,0.0,1,g,b,redédicabe,3,10,pseudo,block3
mas,mac,r,mac,,,mac,control,r,,2,c,s,mas,3,3,pseudo,block3
sédnemolre,sédnemélre,pprs,mél,séd_ne,re,sédnemélre,control,r,,1,é,o,sédnemolre,3,10,pseudo,block3
désincamer,désincamen,pprs,cam,dés_in,er,désincamer,target,s,0.0,1,r,n,désincamen,1,10,pseudo,block3
désensalem,désensaler,pprs,sal,dés_en,er,désensaler,target,s,0.0,1,r,m,désensalem,3,10,pseudo,block3
inplemede,inplemude,prs,plem,in,ude,inplemude,target,s,0.0,0,u,e,inplemede,3,9,pseudo,block3
répétlas,répédlas,ppr,las,rép_éd,,répédlas,control,p,1.0,1,d,t,répétlas,3,8,pseudo,block3
rejaunmenh,rejaunmenh,prs,jaun,re,ment,rejaunment,target,s,0.0,3,t,h,rejaunmenh,2,10,pseudo,block3
certionnel,celtionnel,rss,cert,,ionn_el,certionnel,target,r,,2,r,l,celtionnel,1,10,pseudo,block3
gierelité,gierelité,rss,gier,,al_ité,gieralité,target,s,0.0,0,a,e,gierelité,2,9,pseudo,block3
indofivité,indofivaté,prss,dof,in,iv_ité,indofivité,target,s,1.0,0,i,a,indofivaté,1,10,pseudo,block3
dédofase,dédofase,prs,dof,dé,age,dédofage,target,s,0.0,1,g,s,dédofase,2,8,pseudo,block3
entronment,entronment,prs,tron,en,ment,entronment,target,s,0.0,2,n,l,entronmelt,0,10,pseudo,block3
trév,trév,r,trév,,,trév,target,r,,2,é,e,trev,0,4,pseudo,block3
redéquor,redéquor,ppr,quor,re_dé,,redéquor,target,p,1.0,0,d,c,recéquor,0,8,pseudo,block3
unlémalité,inlémalité,prss,lém,in,al_ité,inlémalité,target,p,0.0,0,i,u,unlémalité,3,10,pseudo,block3
lubelanemt,lubelanemt,rss,lub,,ela_nemt,lubelanemt,control,s,1.0,2,m,n,lubelanent,0,10,pseudo,block3
suranplem,surenplem,ppr,plem,sur_en,,surenplem,target,p,1.0,0,e,a,suranplem,3,9,pseudo,block3
nortét,nortét,rs,nort,,ét,nortét,control,s,0.0,1,t,c,nortéc,0,6,pseudo,block3
redecation,redication,prss,dic,re,at_ion,redication,target,r,,1,i,e,redecation,3,10,pseudo,block3
édlanseag,édlanseaf,prs,lans,éd,eag,édlanseag,control,s,0.0,2,g,f,édlanseaf,1,9,pseudo,block3
désendofer,désendofem,pprs,dof,dés_en,er,désendofer,target,s,0.0,1,r,m,désendofem,1,10,pseudo,block3
inburelité,inbulelité,prss,bul,in,el_ité,inbulelité,target,r,,2,l,r,inburelité,3,10,pseudo,block3
insnalment,insnalment,prs,snal,in,ment,insnalment,target,s,0.0,3,t,d,insnalmend,0,10,pseudo,block3
micidvitié,micidvitié,prss,cid,mi,vi_tié,micidvitié,control,r,,0,c,s,misidvitié,0,10,pseudo,block3
décortion,décortion,prs,cort,dé,ion,décortion,target,p,0.0,1,é,e,decortion,0,9,pseudo,block3
erédléut,erédlùut,ppr,léut,er_éd,,erédléut,control,r,,1,é,ù,erédlùut,1,8,pseudo,block3
indicelité,indicelité,prss,dic,in,el_ité,indicelité,target,p,0.0,1,n,m,imdicelité,0,10,pseudo,block3
rusfodtan,ruscodtan,prs,fod,rus,tan,rusfodtan,control,r,,0,f,c,ruscodtan,1,9,pseudo,block3
nasalbe,nacalbe,rs,nas,,albe,nasalbe,control,r,,2,s,c,nacalbe,1,7,pseudo,block3
trectié,srectié,rs,trec,,tié,trectié,control,r,,0,t,s,srectié,1,7,pseudo,block3
maltirt,maltirt,pr,tert,mal,,maltert,target,r,,1,e,i,maltirt,2,7,pseudo,block3
nort,mort,r,nort,,,nort,control,r,,0,n,m,mort,1,4,pseudo,block3
mimélletié,mimélletié,prss,mél,mi,le_tié,mimélletié,control,p,0.0,1,i,u,mumélletié,0,10,pseudo,block3
rièn,rièn,r,rièn,,,rièn,control,r,,0,r,m,mièn,0,4,pseudo,block3
ernastaoil,ernastaoin,prss,nas,er,ta_oin,ernastaoin,control,s,1.0,2,n,l,ernastaoil,3,10,pseudo,block3
mièr,mièr,r,nièr,,,nièr,target,r,,0,n,m,mièr,2,4,pseudo,block3
jaisalismi,jaisalismi,rss,jais,,al_isme,jaisalisme,target,s,1.0,3,e,i,jaisalismi,2,10,pseudo,block3
mifodlutié,mifodlutié,prss,fod,mi,le_tié,mifodletié,control,s,0.0,1,e,u,mifodlutié,2,10,pseudo,block3
roifraisem,roifraisem,rss,roif,,la_isem,roiflaisem,control,s,0.0,0,l,r,roifraisem,2,10,pseudo,block3
intercrus,intercrus,pr,crus,inter,,intercrus,target,r,,2,u,o,intercros,0,9,pseudo,block3
dil,dil,r,fil,,,fil,target,r,,0,f,d,dil,2,3,pseudo,block3
tmocoin,tmocoin,rs,troc,,oin,trocoin,control,r,,1,r,m,tmocoin,2,7,pseudo,block3
endofion,indofion,prs,dof,in,ion,indofion,target,p,0.0,0,i,e,endofion,3,8,pseudo,block3
vértvilo,vértvilo,rss,vért,,vi_la,vértvila,control,s,1.0,1,a,o,vértvilo,2,8,pseudo,block3
redésalaga,redésalaga,pprs,sal,re_dé,age,redésalage,target,s,0.0,2,e,a,redésalaga,2,10,pseudo,block3
insaralité,insaralité,prss,sal,in,al_ité,insalalité,target,r,,2,l,r,insaralité,2,10,pseudo,block3
urliftaoin,urliftaoin,prss,lif,er,ta_oin,erliftaoin,control,p,0.0,0,e,u,urliftaoin,2,10,pseudo,block3
dofemment,dofamment,rss,dof,,am_ment,dofamment,target,s,0.0,0,a,e,dofemment,3,9,pseudo,block3
resneroqu,resneroqu,ppr,roqu,rus_ne,,rusneroqu,control,p,0.0,1,u,e,resneroqu,2,9,pseudo,block3
oclid,ocrid,pr,rid,oc,,ocrid,control,r,,0,r,l,oclid,3,5,pseudo,block3
roqu,roqu,r,roqu,,,roqu,control,r,,3,u,o,roqo,0,4,pseudo,block3
naujinnole,naujinnole,rss,nauj,,inno_le,naujinnole,control,r,,1,a,o,noujinnole,0,10,pseudo,block3
crusivité,crusivité,rss,crus,,iv_ité,crusivité,target,r,,2,u,ê,crêsivité,0,9,pseudo,block3
sodvitié,fodvitié,rss,fod,,vi_tié,fodvitié,control,r,,0,f,s,sodvitié,3,8,pseudo,block3
resalation,resalation,prss,sal,re,at_ion,resalation,target,p,0.0,1,e,i,risalation,0,10,pseudo,block3
prédégier,prédégoer,ppr,gier,pré_dé,,prédégier,target,r,,1,i,o,prédégoer,1,9,pseudo,block3
infortone,infortone,pr,fortune,in,,infortune,target,r,,4,u,o,infortone,2,9,real,block4
inhabituel,inhabituel,prs,habitu,in,el,inhabituel,target,s,0.0,0,e,a,inhabitual,0,10,real,block4
amabilité,emabilité,rss,am,,abil_ité,amabilité,target,r,,0,a,e,emabilité,1,9,real,block4
grilmon,grilmon,r,grillon,,,grillon,control,r,,4,l,m,grilmon,2,7,real,block4
infinité,irfinité,prs,fin,in,ité,infinité,target,p,0.0,1,n,r,irfinité,1,8,real,block4
totalement,totalement,rs,totale,,ment,totalement,target,r,,3,a,i,totilement,0,10,real,block4
améthyste,amathyste,r,améthyste,,,améthyste,control,r,,2,é,a,amathyste,1,9,real,block4
massacri,massacre,r,massacre,,,massacre,control,r,,7,e,i,massacri,3,8,real,block4
tierté,tierté,rs,fier,,té,fierté,target,r,,0,f,t,tierté,2,6,real,block4
ctatue,ctatue,r,statue,,,statue,control,r,,0,s,c,ctatue,2,6,real,block4
biyau,boyau,r,boyau,,,boyau,control,r,,1,o,i,biyau,3,5,real,block4
ertrejambe,ertrejambe,pr,jambe,entre,,entrejambe,target,p,0.0,1,n,r,ertrejambe,2,10,real,block4
marmotte,marmotte,r,marmotte,,,marmotte,control,r,,1,a,i,mirmotte,0,8,real,block4
asticot,asticot,r,asticot,,,asticot,control,r,,6,t,c,asticoc,0,7,real,block4
utelisable,utilisable,rss,util,,is_able,utilisable,target,r,,2,i,e,utelisable,3,10,real,block4
xrenouille,grenouille,r,grenouille,,,grenouille,control,r,,0,g,x,xrenouille,3,10,real,block4
mirabelle,minabelle,r,mirabelle,,,mirabelle,control,r,,2,r,n,minabelle,1,9,real,block4
péralité,pénalité,rss,pén,,al_ité,pénalité,target,r,,2,n,r,péralité,3,8,real,block4
immeuble,immeuble,r,immeuble,,,immeuble,control,r,,3,e,i,immiuble,0,8,real,block4
puchet,puchet,r,pichet,,,pichet,control,r,,1,i,u,puchet,2,6,real,block4
mortel,mortel,rs,mort,,el,mortel,target,s,0.0,0,e,u,mortul,0,6,real,block4
tourbillom,tourbillon,r,tourbillon,,,tourbillon,control,r,,9,n,m,tourbillom,3,10,real,block4
malin,malin,rs,mal,,in,malin,target,s,0.0,1,n,m,malim,0,5,real,block4
traisement,traisement,rs,traite,,ment,traitement,target,r,,4,t,s,traisement,2,10,real,block4
sinalité,finalité,rss,fin,,al_ité,finalité,target,r,,0,f,s,sinalité,3,8,real,block4
serviloté,servilité,rss,serv,,il_ité,servilité,target,s,1.0,0,i,o,serviloté,3,9,real,block4
inaction,inaction,prs,act,in,ion,inaction,target,s,0.0,2,n,r,inactior,0,8,real,block4
pendentis,pendentis,rss,pend,,ent_if,pendentif,target,s,1.0,1,f,s,pendentis,2,9,real,block4
ponlen,pollen,r,pollen,,,pollen,control,r,,2,l,n,ponlen,3,6,real,block4
étranger,étrangur,rs,étrang,,er,étranger,target,s,0.0,0,e,u,étrangur,1,8,real,block4
acteur,acteur,rs,act,,eur,acteur,target,r,,2,t,s,acseur,0,6,real,block4
découverte,découserte,pr,couverte,dé,,découverte,target,r,,3,v,s,découserte,1,10,real,block4
piquetige,piquetige,rss,piqu,,et_age,piquetage,target,s,1.0,0,a,i,piquetige,2,9,real,block4
confréree,confrérie,prs,frér,con,ie,confrérie,target,s,0.0,0,i,e,confréree,3,9,real,block4
solcan,solcan,r,volcan,,,volcan,control,r,,0,v,s,solcan,2,6,real,block4
crocodile,crocudile,r,crocodile,,,crocodile,control,r,,4,o,u,crocudile,1,9,real,block4
synagotue,synagotue,r,synagogue,,,synagogue,control,r,,6,g,t,synagotue,2,9,real,block4
tintamarre,tintamarre,r,tintamarre,,,tintamarre,control,r,,0,t,s,sintamarre,0,10,real,block4
prévoir,prévoir,pr,voir,pré,,prévoir,target,r,,1,o,i,préviir,0,7,real,block4
diaphrafme,diaphragme,r,diaphragme,,,diaphragme,control,r,,7,g,f,diaphrafme,3,10,real,block4
vivacité,vevacité,rss,viv,,ac_ité,vivacité,target,r,,1,i,e,vevacité,1,8,real,block4
hibascus,hibascus,r,hibiscus,,,hibiscus,control,r,,3,i,a,hibascus,2,8,real,block4
cramoisi,cremoisi,r,cramoisi,,,cramoisi,control,r,,2,a,e,cremoisi,1,8,real,block4
primevèle,primevèle,r,primevère,,,primevère,control,r,,7,r,l,primevèle,2,9,real,block4
acquiesça,acquiosça,r,acquiesça,,,acquiesça,control,r,,5,e,o,acquiosça,1,9,real,block4
prénom,prénom,pr,nom,pré,,prénom,target,p,0.0,1,r,n,pnénom,0,6,real,block4
invalade,invalade,pr,valide,in,,invalide,target,r,,3,i,a,invalade,2,8,real,block4
grappa,grappe,r,grappe,,,grappe,control,r,,5,e,a,grappa,3,6,real,block4
sourvu,sourvu,pr,vu,pour,,pourvu,target,p,0.0,0,p,s,sourvu,2,6,real,block4
escugriffe,escogriffe,r,escogriffe,,,escogriffe,control,r,,3,o,u,escugriffe,3,10,real,block4
plastron,plastron,r,plastron,,,plastron,control,r,,5,r,n,plastnon,0,8,real,block4
reacteur,roacteur,prs,act,re,eur,reacteur,target,p,0.0,1,e,o,roacteur,1,8,real,block4
vesibilité,vesibilité,rss,vis,,ibil_ité,visibilité,target,r,,1,i,e,vesibilité,2,10,real,block4
choutroute,choucroute,r,choucroute,,,choucroute,control,r,,4,c,t,choutroute,3,10,real,block4
dérisuon,dérisuon,prs,ris,dé,ion,dérision,target,s,0.0,0,i,u,dérisuon,2,8,real,block4
confitti,confetti,r,confetti,,,confetti,control,r,,4,e,i,confitti,3,8,real,block4
tabitacle,tabitacle,r,habitacle,,,habitacle,control,r,,0,h,t,tabitacle,2,9,real,block4
injustice,injustice,prs,just,in,ice,injustice,target,p,0.0,0,i,a,anjustice,0,9,real,block4
leitmotiv,laitmotiv,r,leitmotiv,,,leitmotiv,control,r,,1,e,a,laitmotiv,1,9,real,block4
corbeau,corbeau,r,corbeau,,,corbeau,control,r,,6,u,e,corbeae,0,7,real,block4
cérémonie,cérélonie,r,cérémonie,,,cérémonie,control,r,,4,m,l,cérélonie,1,9,real,block4
prévu,prévu,pr,vu,pré,,prévu,target,r,,0,v,p,prépu,0,5,real,block4
simplemert,simplement,rs,simple,,ment,simplement,target,s,0.0,2,n,r,simplemert,3,10,real,block4
dégoûtamt,dégoûtant,prs,goût,dé,ant,dégoûtant,target,s,0.0,1,n,m,dégoûtamt,3,9,real,block4
sportivisé,sportivité,rss,sport,,iv_ité,sportivité,target,s,1.0,1,t,s,sportivisé,3,10,real,block4
ràlit,ràlit,pr,lit,re,,relit,target,p,0.0,1,e,à,ràlit,2,5,real,block4
bombardier,bombarcier,rss,bomb,,ard_ier,bombardier,target,s,0.0,2,d,c,bombarcier,1,10,real,block4
eucalnptus,eucalyptus,r,eucalyptus,,,eucalyptus,control,r,,5,y,n,eucalnptus,3,10,real,block4
bourbon,bourben,r,bourbon,,,bourbon,control,r,,5,o,e,bourben,1,7,real,block4
enfui,enfui,pr,fui,en,,enfui,target,p,0.0,1,n,m,emfui,0,5,real,block4
ingénieup,ingénieux,prs,géni,in,eux,ingénieux,target,s,0.0,2,x,p,ingénieup,3,9,real,block4
parccemin,parchemin,r,parchemin,,,parchemin,control,r,,4,h,c,parccemin,3,9,real,block4
entourage,éntourage,prs,tour,en,age,entourage,target,p,0.0,0,e,é,éntourage,1,9,real,block4
poeliche,pouliche,r,pouliche,,,pouliche,control,r,,2,u,e,poeliche,3,8,real,block4
captivité,captivivé,rss,capt,,iv_ité,captivité,target,s,1.0,1,t,v,captivivé,1,9,real,block4
socialisme,socialisme,rss,soci,,al_isme,socialisme,target,r,,1,o,a,sacialisme,0,10,real,block4
prévision,prévision,prs,vis,pré,ion,prévision,target,p,0.0,0,p,d,drévision,0,9,real,block4
amalvame,amalvame,r,amalgame,,,amalgame,control,r,,4,g,v,amalvame,2,8,real,block4
inaedible,inaedible,prs,aud,in,ible,inaudible,target,r,,1,u,e,inaedible,2,9,real,block4
praiment,praiment,rs,vrai,,ment,vraiment,target,r,,0,v,p,praiment,2,8,real,block4
indagne,indagne,pr,digne,in,,indigne,target,r,,1,i,a,indagne,2,7,real,block4
custaud,costaud,r,costaud,,,costaud,control,r,,1,o,u,custaud,3,7,real,block4
sortie,sortoe,rs,sort,,ie,sortie,target,s,0.0,0,i,o,sortoe,1,6,real,block4
guirlande,guirlande,r,guirlande,,,guirlande,control,r,,0,g,p,puirlande,0,9,real,block4
chimpagne,champagne,r,champagne,,,champagne,control,r,,2,a,i,chimpagne,3,9,real,block4
eniquement,eniquement,rss,un,,ique_ment,uniquement,target,r,,0,u,e,eniquement,2,10,real,block4
cicatrice,cicatrice,r,cicatrice,,,cicatrice,control,r,,0,c,h,hicatrice,0,9,real,block4
puberté,pubarté,r,puberté,,,puberté,control,r,,3,e,a,pubarté,1,7,real,block4
ramet,ramet,pr,met,re,,remet,target,p,0.0,1,e,a,ramet,2,5,real,block4
entêtant,eltêtant,prs,têt,en,ant,entêtant,target,p,0.0,1,n,l,eltêtant,1,8,real,block4
zombae,zombie,r,zombie,,,zombie,control,r,,4,i,a,zombae,3,6,real,block4
éditorial,éditorial,rss,édit,,or_ial,éditorial,target,s,0.0,0,o,e,éditerial,0,9,real,block4
perron,perron,r,perron,,,perron,control,r,,5,n,l,perrol,0,6,real,block4
tonalité,tonalité,rss,ton,,al_ité,tonalité,target,s,0.0,0,a,u,tonulité,0,8,real,block4
capharnaüm,capharnaüm,r,capharnaüm,,,capharnaüm,control,r,,6,n,m,capharmaüm,0,10,real,block4
ribambelle,ribamberle,r,ribambelle,,,ribambelle,control,r,,7,l,r,ribamberle,1,10,real,block4
agricole,agricole,r,agricole,,,agricole,control,r,,1,g,t,atricole,0,8,real,block4
inpulsif,impulsif,prs,puls,im,if,impulsif,target,p,0.0,1,m,n,inpulsif,3,8,real,block4
idéal,idéal,rs,idé,,al,idéal,target,s,0.0,0,a,u,idéul,0,5,real,block4
plant,plant,r,plant,,,plant,control,r,,2,a,i,plint,0,5,real,block4
argent,argent,r,argent,,,argent,control,r,,4,n,m,argemt,0,6,real,block4
céracité,céracité,rss,cér,,ac_ité,céracité,target,s,1.0,0,i,e,céraceté,0,8,real,block4
holocauste,holocauste,r,holocauste,,,holocauste,control,r,,7,s,b,holocaubte,0,10,real,block4
charmant,charmant,rs,charm,,ant,charmant,target,r,,0,c,s,sharmant,0,8,real,block4
impulseon,impulseon,prs,puls,im,ion,impulsion,target,s,0.0,0,i,e,impulseon,2,9,real,block4
crevette,drevette,r,crevette,,,crevette,control,r,,0,c,d,drevette,1,8,real,block4
racaille,recaille,r,racaille,,,racaille,control,r,,1,a,e,recaille,1,8,real,block4
banquise,sanquise,r,banquise,,,banquise,control,r,,0,b,s,sanquise,1,8,real,block4
interphone,interphone,pr,phone,inter,,interphone,target,r,,3,n,r,interphore,0,10,real,block4
acsivité,activité,rss,act,,iv_ité,activité,target,r,,2,t,s,acsivité,3,8,real,block4
munal,munal,rs,mur,,al,mural,target,r,,2,r,n,munal,2,5,real,block4
spectacle,spectagle,r,spectacle,,,spectacle,control,r,,6,c,g,spectagle,1,9,real,block4
inefficace,anefficace,pr,efficace,in,,inefficace,target,p,0.0,0,i,a,anefficace,1,10,real,block4
kéfonce,kéfonce,pr,fonce,dé,,défonce,target,p,0.0,0,d,k,kéfonce,2,7,real,block4
bunldozer,bulldozer,r,bulldozer,,,bulldozer,control,r,,2,l,n,bunldozer,3,9,real,block4
troisième,troisiume,rs,trois,,ième,troisième,target,s,0.0,1,è,u,troisiume,1,9,real,block4
pesamment,pesamment,rss,pes,,am_ment,pesamment,target,s,1.0,0,m,r,pesamrent,0,9,real,block4
immoltel,immortel,prs,mort,im,el,immortel,target,r,,2,r,l,immoltel,3,8,real,block4
festivité,festivité,rss,fest,,iv_ité,festivité,target,r,,2,s,t,fettivité,0,9,real,block4
certain,certain,rs,cert,,ain,certain,target,s,0.0,1,i,e,certaen,0,7,real,block4
